Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Extrinsic prothrombin activation pathway	1/15	0.14648145489248263	0.3665253917938827	0	0	6.758714969241285	12.982521217388637	F2R
Fatty acid omega oxidation	1/15	0.14648145489248263	0.3665253917938827	0	0	6.758714969241285	12.982521217388637	ADH1B
Fibrinolysis pathway	1/15	0.14648145489248263	0.3665253917938827	0	0	6.758714969241285	12.982521217388637	F2R
HDL-mediated lipid transport	1/15	0.14648145489248263	0.3665253917938827	0	0	6.758714969241285	12.982521217388637	A2M
Interleukin-17 signaling pathway	1/15	0.14648145489248263	0.3665253917938827	0	0	6.758714969241285	12.982521217388637	CD34
PRC2 complex long-term gene silencing through modification of histone tails	1/15	0.14648145489248263	0.3665253917938827	0	0	6.758714969241285	12.982521217388637	EZH1
Spliceosome	3/127	0.14933302800082587	0.3665253917938827	0	0	2.2985039738195416	4.370780865663327	RBM17;SRSF5;SRSF6
Interleukin-4 regulation of apoptosis	5/267	0.15060877581326249	0.3665253917938827	0	0	1.8179110035375163	3.441432225334802	POSTN;UBL3;FN1;TIMP3;LITAF
Signaling by TGF-beta receptor complex	2/66	0.1526243950379091	0.3665253917938827	0	0	2.963641826923077	5.570980734747428	PPP1R15A;F11R
Amino acid biosynthesis and interconversion (transamination)	1/16	0.15545011293787353	0.3665253917938827	0	0	6.307814992025518	11.741558684376109	GLS
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	1/16	0.15545011293787353	0.3665253917938827	0	0	6.307814992025518	11.741558684376109	F11R
Glutamate neurotransmitter release cycle	1/16	0.15545011293787353	0.3665253917938827	0	0	6.307814992025518	11.741558684376109	GLS
N-glycan precursor substrate biosynthesis	1/16	0.15545011293787353	0.3665253917938827	0	0	6.307814992025518	11.741558684376109	PGM3
cAMP cell motility pathway inferred from amoeba model	2/67	0.15629083604668204	0.3665253917938827	0	0	2.9178994082840237	5.4157283122724165	ACTA2;ACTG2
AMPK signaling	2/68	0.15997399042909047	0.3665253917938827	0	0	2.8735431235431235	5.266469024106059	RPS6KB1;TSC1
Epithelial cell signaling in Helicobacter pylori infection	2/68	0.15997399042909047	0.3665253917938827	0	0	2.8735431235431235	5.266469024106059	TJP1;F11R
Endocytosis	4/201	0.16158220406260013	0.3665253917938827	0	0	1.9312010250850131	3.5200797942844906	PARD6B;CAV1;F2R;ARF6
Phase I of biological oxidations: functionalization of compounds	2/69	0.1636731081937407	0.3665253917938827	0	0	2.830510907003444	5.122896637431133	ADH1B;FMO2
NFAT involvement in hypertrophy of the heart	2/69	0.1636731081937407	0.3665253917938827	0	0	2.830510907003444	5.122896637431133	RPS6KB1;AGT
ACE inhibitor pathway	1/17	0.16432497374812993	0.3665253917938827	0	0	5.913277511961723	10.678842642933322	AGT
Activation of BH3-only proteins	1/17	0.16432497374812993	0.3665253917938827	0	0	5.913277511961723	10.678842642933322	PMAIP1
Platelet sensitization by LDL	1/17	0.16432497374812993	0.3665253917938827	0	0	5.913277511961723	10.678842642933322	PECAM1
Renin-angiotensin system	1/17	0.16432497374812993	0.3665253917938827	0	0	5.913277511961723	10.678842642933322	AGT
Beta-catenin phosphorylation cascade	1/17	0.16432497374812993	0.3665253917938827	0	0	5.913277511961723	10.678842642933322	AXIN1
Cell to cell adhesion signaling	1/17	0.16432497374812993	0.3665253917938827	0	0	5.913277511961723	10.678842642933322	PECAM1
Energy-dependent regulation of mTOR by LKB1-AMPK	1/17	0.16432497374812993	0.3665253917938827	0	0	5.913277511961723	10.678842642933322	TSC1
G1/S-specific transcription	1/17	0.16432497374812993	0.3665253917938827	0	0	5.913277511961723	10.678842642933322	RRM2
GRB2-SOS provides linkage to MAPK signaling for integrins	1/17	0.16432497374812993	0.3665253917938827	0	0	5.913277511961723	10.678842642933322	FN1
Inflammasomes	1/17	0.16432497374812993	0.3665253917938827	0	0	5.913277511961723	10.678842642933322	PANX1
Integrin beta-5 pathway	1/17	0.16432497374812993	0.3665253917938827	0	0	5.913277511961723	10.678842642933322	FN1
Nitric oxide metabolism	1/17	0.16432497374812993	0.3665253917938827	0	0	5.913277511961723	10.678842642933322	CAV1
Osteoclast signaling	1/17	0.16432497374812993	0.3665253917938827	0	0	5.913277511961723	10.678842642933322	CTSK
Membrane trafficking	3/133	0.16438585168438088	0.3665253917938827	0	0	2.1917502787068006	3.9572903004482214	TJP1;COPG1;SEC31A
CDC42 signaling events	2/70	0.1673874530657261	0.3714407291839446	0	0	2.788744343891403	4.984724555721841	RPS6KB1;VAV2
Phase II of biological oxidations: conjugation	2/71	0.17111630244297796	0.3756525460168127	0	0	2.7481884057971016	4.85168430182746	UGDH;MAT2A
Bacterial invasion of epithelial cells	2/71	0.17111630244297796	0.3756525460168127	0	0	2.7481884057971016	4.85168430182746	CAV1;FN1
Gastrin-CREB signaling pathway via PKC and MAPK	4/206	0.17170384614073197	0.3756525460168127	0	0	1.8829183889262713	3.3176722835523953	F2R;GNG11;AGT;F2RL3
Nucleotide di- and triphosphate biosynthesis and interconversion	1/18	0.17310701358152283	0.37695265574294223	0	0	5.5651562060230795	9.76042305629853	RRM2
Signaling by FGFR1 fusion mutants	1/19	0.18179719863072918	0.3880840552296667	0	0	5.25571504518873	8.960276780734086	CUX1
Class C GPCRs (metabotropic glutamate and pheromone receptors)	1/19	0.18179719863072918	0.3880840552296667	0	0	5.25571504518873	8.960276780734086	GPRC5A
TP53 network	1/19	0.18179719863072918	0.3880840552296667	0	0	5.25571504518873	8.960276780734086	PMAIP1
Seven transmembrane receptor signaling through beta-arrestin	2/74	0.18238284998990772	0.3880840552296667	0	0	2.6332799145299144	4.480913472218032	ACTA2;ACTG2
E2F transcription factor network	2/74	0.18238284998990772	0.3880840552296667	0	0	2.6332799145299144	4.480913472218032	CBX5;RRM2
Prolactin activation of MAPK signaling	2/75	0.18616275488512132	0.3943265626203024	0	0	2.5970758693361433	4.366032444837357	RPS6KB1;VAV2
Signaling by Hippo	1/20	0.19039648505561949	0.3996610902518859	0	0	4.9788466381264165	8.258147136064768	TJP1
Skeletal muscle hypertrophy is regulated via AKT/mTOR pathway	1/20	0.19039648505561949	0.3996610902518859	0	0	4.9788466381264165	8.258147136064768	RPS6KB1
G alpha (12/13) signaling events	2/77	0.1937551821559524	0.4048875106936045	0	0	2.5275641025641025	4.1481367600665235	GNG11;VAV2
Presynaptic function of kainate receptors	1/21	0.19890581913727384	0.41195605207986496	0	0	4.729665071770335	7.6380488652036655	GNG11
Prion pathway	1/21	0.19890581913727384	0.41195605207986496	0	0	4.729665071770335	7.6380488652036655	HSPA5
ATM-dependent DNA damage response	2/82	0.21289724375447402	0.4313167328066949	0	0	2.3689903846153846	3.6646993783427644	AXIN1;PMAIP1
Platelet homeostasis	2/82	0.21289724375447402	0.4313167328066949	0	0	2.3689903846153846	3.6646993783427644	PECAM1;GNG11
SMAD2/3 nuclear pathway	2/82	0.21289724375447402	0.4313167328066949	0	0	2.3689903846153846	3.6646993783427644	COL1A2;ATF3
EGFR1 pathway	3/152	0.21464083839033887	0.4313167328066949	0	0	1.9104172745841843	2.9397294062781882	RRM2;CAV1;TIMP3
Post-elongation processing of intronless pre-mRNA	1/23	0.21565836640334746	0.4313167328066949	0	0	4.2992605480643755	6.595322606380214	CPSF1
Angiogenesis	1/23	0.21565836640334746	0.4313167328066949	0	0	4.2992605480643755	6.595322606380214	TIMP3
Deadenylation of mRNA	1/23	0.21565836640334746	0.4313167328066949	0	0	4.2992605480643755	6.595322606380214	EIF4B
Nitrogen metabolism	1/23	0.21565836640334746	0.4313167328066949	0	0	4.2992605480643755	6.595322606380214	GLS
Drug metabolism: cytochrome P450	2/83	0.2167484489547227	0.43164434706367855	0	0	2.339624881291548	3.577328133891295	ADH1B;FMO2
Plexin D1 signaling	1/24	0.22390342349675155	0.4340356381964719	0	0	4.112128146453089	6.153966169257627	ARF6
Protein export	1/24	0.22390342349675155	0.4340356381964719	0	0	4.112128146453089	6.153966169257627	HSPA5
SREBP signaling	1/24	0.22390342349675155	0.4340356381964719	0	0	4.112128146453089	6.153966169257627	SEC31A
Sulfur amino acid metabolism	1/24	0.22390342349675155	0.4340356381964719	0	0	4.112128146453089	6.153966169257627	MAT2A
Dorso-ventral axis formation	1/24	0.22390342349675155	0.4340356381964719	0	0	4.112128146453089	6.153966169257627	PIWIL4
Endogenous Toll-like receptor signaling	1/24	0.22390342349675155	0.4340356381964719	0	0	4.112128146453089	6.153966169257627	BGN
Myc active pathway	2/85	0.22446907468959168	0.4340356381964719	0	0	2.2830166821130677	3.4108664951255014	MYCT1;PMAIP1
Alpha-9 beta-1 integrin pathway	1/25	0.23206221632782834	0.44502466176447736	0	0	3.9405901116427433	5.756216097044229	FN1
C-Myc pathway	1/25	0.23206221632782834	0.44502466176447736	0	0	3.9405901116427433	5.756216097044229	AXIN1
Hematopoietic cell lineage	2/88	0.2360874217350885	0.44816302425038934	0	0	2.20304114490161	3.1802068994154	CD24;CD34
ALK1 pathway	1/26	0.24013564312088603	0.44816302425038934	0	0	3.782775119617225	5.39632289925392	CAV1
Physiological and pathological hypertrophy  of the heart	1/26	0.24013564312088603	0.44816302425038934	0	0	3.782775119617225	5.39632289925392	AGT
RXR/VDR pathway	1/26	0.24013564312088603	0.44816302425038934	0	0	3.782775119617225	5.39632289925392	RPS6KB1
Ascorbate and aldarate metabolism	1/26	0.24013564312088603	0.44816302425038934	0	0	3.782775119617225	5.39632289925392	UGDH
Selenoamino acid metabolism	1/26	0.24013564312088603	0.44816302425038934	0	0	3.782775119617225	5.39632289925392	MAT2A
Neural crest differentiation	2/91	0.2477382190953848	0.44816302425038934	0	0	2.128457216940363	2.9700122898465886	AXIN1;PMP22
ADP signalling through P2Y purinoceptor 12	1/27	0.24812459282532284	0.44816302425038934	0	0	3.6370997423629	5.069477888036122	GNG11
CTCF pathway	1/27	0.24812459282532284	0.44816302425038934	0	0	3.6370997423629	5.069477888036122	RPS6KB1
TWEAK regulation of gene expression	1/27	0.24812459282532284	0.44816302425038934	0	0	3.6370997423629	5.069477888036122	COL1A1
VEGFR1 pathway	1/27	0.24812459282532284	0.44816302425038934	0	0	3.6370997423629	5.069477888036122	CAV1
eIF4E and p70 S6 kinase regulation	1/27	0.24812459282532284	0.44816302425038934	0	0	3.6370997423629	5.069477888036122	RPS6KB1
FSH signaling pathway	1/27	0.24812459282532284	0.44816302425038934	0	0	3.6370997423629	5.069477888036122	RPS6KB1
Glycosphingolipid biosynthesis: lacto and neolacto series	1/27	0.24812459282532284	0.44816302425038934	0	0	3.6370997423629	5.069477888036122	ABO
Kinesins	1/27	0.24812459282532284	0.44816302425038934	0	0	3.6370997423629	5.069477888036122	KIF5B
Metabolism	20/1615	0.2521631386456332	0.45369892899175707	0	0	1.200791948523346	1.6543058812897469	RRM2;TGDS;ADH1B;CAV1;BGN;FMO2;GNG11;LYVE1;ABO;AGT;DCN;AQP1;GLS;UGDH;MAT2A;KDSR;A2M;MOCS1;AASS;PAFAH1B2
TGF-beta receptor activation of SMADs	1/28	0.25602994516831923	0.4553815055283846	0	0	3.5022151337940812	4.771631071215738	PPP1R15A
G-protein activation	1/28	0.25602994516831923	0.4553815055283846	0	0	3.5022151337940812	4.771631071215738	GNG11
G-protein beta-gamma signalling	1/28	0.25602994516831923	0.4553815055283846	0	0	3.5022151337940812	4.771631071215738	GNG11
L1CAM interactions	2/94	0.25940822471428543	0.4570828922129385	0	0	2.05873745819398	2.7779621261974095	CD24;VAV2
Pentose and glucuronate interconversions	1/29	0.2638525708267821	0.4570828922129385	0	0	3.3769651401230347	4.499349401337084	UGDH
Adherens junction actin cytoskeletal organization	1/29	0.2638525708267821	0.4570828922129385	0	0	3.3769651401230347	4.499349401337084	CDH13
IGF1 pathway	1/29	0.2638525708267821	0.4570828922129385	0	0	3.3769651401230347	4.499349401337084	RPS6KB1
Inhibition of insulin secretion by adrenaline/noradrenaline	1/29	0.2638525708267821	0.4570828922129385	0	0	3.3769651401230347	4.499349401337084	GNG11
Lipoprotein metabolism	1/29	0.2638525708267821	0.4570828922129385	0	0	3.3769651401230347	4.499349401337084	A2M
Matrix metalloproteinases	1/29	0.2638525708267821	0.4570828922129385	0	0	3.3769651401230347	4.499349401337084	TIMP3
Activation of kainate receptors upon glutamate binding	1/30	0.27159333139843245	0.460227245206071	0	0	3.2603530770499916	4.249705381475953	GNG11
Apoptosis intrinsic pathway	1/30	0.27159333139843245	0.460227245206071	0	0	3.2603530770499916	4.249705381475953	PMAIP1
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	1/30	0.27159333139843245	0.460227245206071	0	0	3.2603530770499916	4.249705381475953	PGM3
CDC42 activity regulation	1/30	0.27159333139843245	0.460227245206071	0	0	3.2603530770499916	4.249705381475953	VAV2
Signaling by FGFR1 mutants	1/30	0.27159333139843245	0.460227245206071	0	0	3.2603530770499916	4.249705381475953	CUX1
Gap junction trafficking and regulation	1/30	0.27159333139843245	0.460227245206071	0	0	3.2603530770499916	4.249705381475953	TJP1
Prostaglandin biosynthesis and regulation	1/31	0.27925307951025297	0.46310297171451204	0	0	3.1515151515151514	4.020188744958083	S100A10
Amino acid transport across the plasma membrane	1/31	0.27925307951025297	0.46310297171451204	0	0	3.1515151515151514	4.020188744958083	SLC3A2
Signal amplification	1/31	0.27925307951025297	0.46310297171451204	0	0	3.1515151515151514	4.020188744958083	GNG11
CD40/CD40L signaling	1/31	0.27925307951025297	0.46310297171451204	0	0	3.1515151515151514	4.020188744958083	TDP2
Stathmin and breast cancer resistance to antimicrotubule agents	1/31	0.27925307951025297	0.46310297171451204	0	0	3.1515151515151514	4.020188744958083	HSPA5
Keratan sulfate/keratin metabolism	1/31	0.27925307951025297	0.46310297171451204	0	0	3.1515151515151514	4.020188744958083	PRELP
Integrin-mediated cell adhesion	2/100	0.2827567896449933	0.4672505814700953	0	0	1.9321036106750393	2.4405717461767877	CAV1;VAV2
TNF-alpha signaling pathway	2/101	0.2866443721958138	0.46735671006932233	0	0	1.9124902874902876	2.3896813863940687	CAV1;PYGL
Alanine, aspartate and glutamate metabolism	1/32	0.2868326589695841	0.46735671006932233	0	0	3.0496990276277205	3.808635853107745	GLS
Sphingolipid de novo biosynthesis	1/32	0.2868326589695841	0.46735671006932233	0	0	3.0496990276277205	3.808635853107745	KDSR
Syndecan 4 pathway	1/32	0.2868326589695841	0.46735671006932233	0	0	3.0496990276277205	3.808635853107745	FN1
Syndecan 2 pathway	1/33	0.29433290492971276	0.4713372292001586	0	0	2.9542464114832536	3.6131728238618512	FN1
E2F-mediated regulation of DNA replication	1/33	0.29433290492971276	0.4713372292001586	0	0	2.9542464114832536	3.6131728238618512	RRM2
Fluoropyrimidine activity	1/33	0.29433290492971276	0.4713372292001586	0	0	2.9542464114832536	3.6131728238618512	RRM2
Glucagon signaling in metabolic regulation	1/33	0.29433290492971276	0.4713372292001586	0	0	2.9542464114832536	3.6131728238618512	GNG11
Glucagon-type ligand receptors	1/33	0.29433290492971276	0.4713372292001586	0	0	2.9542464114832536	3.6131728238618512	GNG11
Transcription	3/181	0.29613110623593614	0.472592792828583	0	0	1.5968083374043316	1.9432406906384583	CPSF1;SRSF5;SRSF6
Cysteine and methionine metabolism	1/34	0.30175464378659994	0.47346014816348675	0	0	2.8645788023778453	3.432169395669736	MAT2A
EGF receptor transactivation by GPCRs in cardiac hypertrophy	1/34	0.30175464378659994	0.47346014816348675	0	0	2.8645788023778453	3.432169395669736	AGT
Ephrin receptor A forward pathway	1/34	0.30175464378659994	0.47346014816348675	0	0	2.8645788023778453	3.432169395669736	VAV2
Interleukin-7 interactions in immune response	1/34	0.30175464378659994	0.47346014816348675	0	0	2.8645788023778453	3.432169395669736	LITAF
Monoamine transport	1/34	0.30175464378659994	0.47346014816348675	0	0	2.8645788023778453	3.432169395669736	AGT
Prion diseases	1/35	0.3090986933881511	0.47695361297641864	0	0	2.780185758513932	3.2642012445450987	HSPA5
Arf6 signal transduction regulation	1/35	0.3090986933881511	0.47695361297641864	0	0	2.780185758513932	3.2642012445450987	ARF6
Signal transduction by L1	1/35	0.3090986933881511	0.47695361297641864	0	0	2.780185758513932	3.2642012445450987	VAV2
Ether lipid metabolism	1/35	0.3090986933881511	0.47695361297641864	0	0	2.780185758513932	3.2642012445450987	PAFAH1B2
Interleukin-2/PI3K pathway	1/35	0.3090986933881511	0.47695361297641864	0	0	2.780185758513932	3.2642012445450987	RPS6KB1
Glycogen metabolism	1/36	0.31636586315752563	0.48495556655068073	0	0	2.7006151742993847	3.1080190158619745	PYGL
Neurotransmitter release cycle	1/36	0.31636586315752563	0.48495556655068073	0	0	2.7006151742993847	3.1080190158619745	GLS
ALK in cardiac myocytes	1/37	0.3235569540648964	0.4927370607654958	0	0	2.625465178096757	2.9625227250436295	AXIN1
Platelet aggregation (plug formation)	1/37	0.3235569540648964	0.4927370607654958	0	0	2.625465178096757	2.9625227250436295	FN1
RAC1 activity regulation	1/38	0.3306727587309287	0.5019332428945041	0	0	2.554377343851028	2.8267404769100506	VAV2
Amino acid metabolism	3/195	0.33629003447568884	0.5076604927421707	0	0	1.4793176328502415	1.6121326834480103	MAT2A;AASS;GLS
Angiotensin II-mediated activation of JNK pathway via Pyk2-dependent signaling	1/39	0.3377140616954355	0.5076604927421707	0	0	2.4870309745656005	2.6998106824747663	AGT
G13 signaling pathway	1/39	0.3377140616954355	0.5076604927421707	0	0	2.4870309745656005	2.6998106824747663	RPS6KB1
Post-translational protein modification	3/196	0.33915946935957264	0.5081939315805815	0	0	1.47157768266126	1.5911946849396146	LMAN1;PGM3;SEC31A
G alpha (i) signaling events	3/199	0.3477628501933847	0.5170705463009291	0	0	1.4488317065956817	1.5303060280887455	GNG11;AGT;APLN
Alpha-M beta-2 integrin signaling	1/41	0.35157625972018125	0.5170705463009291	0	0	2.36244019138756	2.4695263832622665	THY1
Bioactive peptide-induced signaling pathway	1/41	0.35157625972018125	0.5170705463009291	0	0	2.36244019138756	2.4695263832622665	AGT
Tyrosine metabolism	1/41	0.35157625972018125	0.5170705463009291	0	0	2.36244019138756	2.4695263832622665	ADH1B
Insulin biosynthesis and processing	1/41	0.35157625972018125	0.5170705463009291	0	0	2.36244019138756	2.4695263832622665	KIF5B
Prolactin regulation of apoptosis	2/118	0.352114406863773	0.5170705463009291	0	0	1.6308023872679045	1.7022301239456226	SRRM2;HSPA5
Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)	1/42	0.3583986833802577	0.5170705463009291	0	0	2.304702999183102	2.364877115497894	LMAN1
Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling	1/42	0.3583986833802577	0.5170705463009291	0	0	2.304702999183102	2.364877115497894	FN1
VEGF, hypoxia, and angiogenesis	1/42	0.3583986833802577	0.5170705463009291	0	0	2.304702999183102	2.364877115497894	CAV1
Fatty acid metabolism	1/42	0.3583986833802577	0.5170705463009291	0	0	2.304702999183102	2.364877115497894	ADH1B
Messenger RNA splicing: minor pathway	1/42	0.3583986833802577	0.5170705463009291	0	0	2.304702999183102	2.364877115497894	SRSF6
Netrin-1 signaling	1/42	0.3583986833802577	0.5170705463009291	0	0	2.304702999183102	2.364877115497894	ABLIM1
Insulin secretion regulation by glucagon-like peptide-1	1/43	0.3651496626520159	0.5235684393718136	0	0	2.249715197083618	2.266471019128794	GNG11
PI3K class IB pathway in neutrophils	1/43	0.3651496626520159	0.5235684393718136	0	0	2.249715197083618	2.266471019128794	ARF6
Rho GTPase cycle	2/123	0.3710155966198272	0.5298860949592796	0	0	1.56301652892562	1.5497483595968589	A2M;VAV2
Lysine degradation	1/44	0.37182994217099663	0.5298860949592796	0	0	2.197284967174808	2.1738150499785323	AASS
p75 neurotrophin receptor-mediated signaling	2/124	0.3747702196916809	0.5324479340741564	0	0	1.550126103404792	1.5213591550774677	ZNF274;VAV2
Signaling by FGFR mutants	1/45	0.378440258847894	0.5327890049036816	0	0	2.14723792953458	2.0864647728555634	CUX1
G alpha (z) signaling events	1/45	0.378440258847894	0.5327890049036816	0	0	2.14723792953458	2.0864647728555634	GNG11
Integrin-linked kinase signaling	1/45	0.378440258847894	0.5327890049036816	0	0	2.14723792953458	2.0864647728555634	ZEB1
ABC transporters	1/47	0.3914539129907596	0.5412982891801008	0	0	2.0536717287289368	1.9261130219838907	ABCA8
Actions of nitric oxide in the heart	1/47	0.3914539129907596	0.5412982891801008	0	0	2.0536717287289368	1.9261130219838907	CAV1
Regulation of NFAT transcription factors	1/47	0.3914539129907596	0.5412982891801008	0	0	2.0536717287289368	1.9261130219838907	SLC3A2
Delta Np63 pathway	1/47	0.3914539129907596	0.5412982891801008	0	0	2.0536717287289368	1.9261130219838907	PERP
LKB1 signaling events	1/47	0.3914539129907596	0.5412982891801008	0	0	2.0536717287289368	1.9261130219838907	TSC1
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	1/47	0.3914539129907596	0.5412982891801008	0	0	2.0536717287289368	1.9261130219838907	PANX1
PDGFB signaling pathway	2/129	0.39340267276993146	0.5423835665999647	0	0	1.4887189582071472	1.3888580412135696	ACTA2;VAV2
Post-translational regulation of adherens junction stability and disassembly	1/48	0.3978586863377555	0.5453004348041002	0	0	2.0098747836709765	1.8524179696792191	ARF6
Diurnally regulated genes with circadian orthologs	1/48	0.3978586863377555	0.5453004348041002	0	0	2.0098747836709765	1.8524179696792191	HERPUD1
Amino acid and oligopeptide SLC transporters	1/49	0.40419636883981463	0.5459579938531989	0	0	1.967902711323764	1.7826334432267585	SLC3A2
Arf6 integrin-mediated signaling pathway	1/49	0.40419636883981463	0.5459579938531989	0	0	1.967902711323764	1.7826334432267585	ARF6
Deadenylation-dependent mRNA decay	1/49	0.40419636883981463	0.5459579938531989	0	0	1.967902711323764	1.7826334432267585	EIF4B
G alpha 12 pathway	1/49	0.40419636883981463	0.5459579938531989	0	0	1.967902711323764	1.7826334432267585	VAV2
Interleukin-5 signaling pathway	1/49	0.40419636883981463	0.5459579938531989	0	0	1.967902711323764	1.7826334432267585	RPS6KB1
Translation factors	1/50	0.41046765980788213	0.5528263857528124	0	0	1.927643784786642	1.716486090768287	EIF4B
TNF-alpha effects on cytokine activity, cell motility, and apoptosis	2/135	0.4154250701095762	0.5547706720510291	0	0	1.421124927703875	1.2483914811692192	PMAIP1;OPTN
Type I interferon (interferon-alpha/beta) pathway	1/51	0.4166732515404726	0.5547706720510291	0	0	1.8889952153110048	1.6537264031435053	PTP4A1
Glutathione metabolism	1/51	0.4166732515404726	0.5547706720510291	0	0	1.8889952153110048	1.6537264031435053	RRM2
Metabolism of vitamins and cofactors	1/51	0.4166732515404726	0.5547706720510291	0	0	1.8889952153110048	1.6537264031435053	MOCS1
Signaling events mediated by PTP1B	1/52	0.42281382900059405	0.5565854359160363	0	0	1.8518622760108827	1.5941262277727029	CAV1
Signaling events mediated by stem cell factor receptor (c-Kit)	1/52	0.42281382900059405	0.5565854359160363	0	0	1.8518622760108827	1.5941262277727029	RPS6KB1
Endometrial cancer	1/52	0.42281382900059405	0.5565854359160363	0	0	1.8518622760108827	1.5941262277727029	AXIN1
Interleukin-2 receptor beta chain in T cell activation	1/52	0.42281382900059405	0.5565854359160363	0	0	1.8518622760108827	1.5941262277727029	RPS6KB1
Actin cytoskeleton regulation	3/226	0.42427884114971165	0.5569406759880722	0	0	1.271657893026581	1.0902742009694368	F2R;FN1;VAV2
PI3K pathway	1/53	0.4288900701436193	0.5614122828284455	0	0	1.8161575266838426	1.5374765805356705	RPS6KB1
GPCR ligand binding	5/410	0.43142623399092533	0.5629573137318761	0	0	1.1674194519722976	0.9814013603924127	F2R;GNG11;AGT;F2RL3;APLN
RANKL signaling pathway	1/54	0.43490264580144933	0.5629573137318761	0	0	1.7818001263880112	1.483585719510534	CTSK
Arginine and proline metabolism	1/54	0.43490264580144933	0.5629573137318761	0	0	1.7818001263880112	1.483585719510534	GLS
Kit receptor signaling pathway	1/54	0.43490264580144933	0.5629573137318761	0	0	1.7818001263880112	1.483585719510534	RPS6KB1
Basal cell carcinoma	1/55	0.4408522199091409	0.565942519222203	0	0	1.748715222399433	1.4322774420056963	AXIN1
Vibrio cholerae infection	1/55	0.4408522199091409	0.565942519222203	0	0	1.748715222399433	1.4322774420056963	TJP1
Meiotic synapsis	1/55	0.4408522199091409	0.565942519222203	0	0	1.748715222399433	1.4322774420056963	SYNE1
Pathways in cancer	4/325	0.4455684530110215	0.5704255469866374	0	0	1.1776910746151288	0.9520506342281904	COL4A2;COL4A1;FN1;AXIN1
Interleukin-5 regulation of apoptosis	2/144	0.447689985831661	0.5715713243768603	0	0	1.3304442036836404	1.0692171812767943	CEACAM1;CD24
Activation of mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	1/57	0.4525649847255455	0.5746465473626818	0	0	1.6860902255639099	1.336772651146228	EIF4B
Acute myeloid leukemia	1/57	0.4525649847255455	0.5746465473626818	0	0	1.6860902255639099	1.336772651146228	RPS6KB1
Nucleotide excision repair	1/58	0.4583294690704551	0.5803845994207393	0	0	1.656425753378662	1.292288692025391	CUL4A
ATF2 transcription factor network	1/59	0.46403353934467473	0.5844314306341039	0	0	1.6277841940273883	1.2498101750822759	ATF3
Caspase cascade in apoptosis	1/59	0.46403353934467473	0.5844314306341039	0	0	1.6277841940273883	1.2498101750822759	VIM
Apoptosis	3/242	0.4682106731530021	0.5867824846460064	0	0	1.1855557576860105	0.8996434891880546	TJP1;PMAIP1;VIM
RAGE pathway	1/60	0.46967782569304806	0.5867824846460064	0	0	1.6001135349931068	1.2092190738543465	FN1
Natural killer cell receptor signaling pathway	1/60	0.46967782569304806	0.5867824846460064	0	0	1.6001135349931068	1.2092190738543465	VAV2
Glucose metabolism	1/61	0.4752629517562245	0.5905934280490683	0	0	1.5733652312599682	1.1704060133321716	PYGL
Leptin signaling pathway	1/61	0.4752629517562245	0.5905934280490683	0	0	1.5733652312599682	1.1704060133321716	RPS6KB1
Colorectal cancer	1/62	0.48078953457150836	0.5958721359317098	0	0	1.5474939210918504	1.1332695112819784	AXIN1
Validated nuclear estrogen receptor alpha network	1/64	0.4916695074023424	0.6077400277174841	0	0	1.4982152350573403	1.0636556904567147	CALCOCO1
Retinol metabolism	1/65	0.49702409993228414	0.611116703346819	0	0	1.474730861244019	1.031009066380347	ADH1B
ERK1/ERK2 MAPK pathway	1/65	0.49702409993228414	0.611116703346819	0	0	1.474730861244019	1.031009066380347	RPS6KB1
Retinoblastoma protein regulation	1/66	0.5023225544482497	0.6133489058992082	0	0	1.451969083548031	0.9996993382683725	BRD2
Thyroid-stimulating hormone signaling pathway	1/66	0.5023225544482497	0.6133489058992082	0	0	1.451969083548031	0.9996993382683725	RPS6KB1
Antigen presentation: folding, assembly, and peptide loading of class I MHC proteins	3/255	0.5027881589130849	0.6133489058992082	0	0	1.1236484932137105	0.7726053693179776	HSPA5;UBR4;SEC31A
Telomerase regulation	1/67	0.507565456752351	0.6175600596516856	0	0	1.4298970566913152	0.9696555156075702	RPS6KB1
Signaling events mediated by VEGFR1 and VEGFR2	1/70	0.5229666172050892	0.6313534808745378	0	0	1.367519589487553	0.8864776800818699	CAV1
MicroRNA regulation of DNA damage response	1/70	0.5229666172050892	0.6313534808745378	0	0	1.367519589487553	0.8864776800818699	PMAIP1
Nucleotide metabolism	1/70	0.5229666172050892	0.6313534808745378	0	0	1.367519589487553	0.8864776800818699	RRM2
Rac1 cell motility signaling pathway	1/71	0.5279930476047592	0.6325058102411768	0	0	1.3479152426520848	0.8608759432657642	RPS6KB1
Viral myocarditis	1/71	0.5279930476047592	0.6325058102411768	0	0	1.3479152426520848	0.8608759432657642	CAV1
