Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Transmembrane transport of small molecules	6/432	0.1755390797958257	0.4080831184944196	0	0	1.6264252179745138	2.829806801553946	TFRC;ABCA3;GABRA4;HMOX1;TCIRG1;SLC1A6
Hematopoietic cell lineage	2/88	0.17833794911246198	0.4124636669216429	0	0	2.6690102758247702	4.601573726389332	TFRC;CD14
Progesterone-initiated oocyte maturation	1/23	0.1821580043309876	0.41283045202650964	0	0	5.203363110877562	8.86070720390759	CCNB1
Cyclins and cell cycle regulation	1/23	0.1821580043309876	0.41283045202650964	0	0	5.203363110877562	8.86070720390759	CCNB1
Eicosanoid metabolism	1/23	0.1821580043309876	0.41283045202650964	0	0	5.203363110877562	8.86070720390759	ALOX5AP
Interleukin-11 pathway	1/23	0.1821580043309876	0.41283045202650964	0	0	5.203363110877562	8.86070720390759	FOS
Endogenous Toll-like receptor signaling	1/24	0.1892814114021319	0.420678902779946	0	0	4.976878612716763	8.284116089133288	CD14
Inhibition of cellular proliferation by Gleevec	1/24	0.1892814114021319	0.420678902779946	0	0	4.976878612716763	8.284116089133288	FOS
Fatty acid, triacylglycerol, and ketone body metabolism	3/173	0.19133241341973037	0.420678902779946	0	0	2.028482972136223	3.35458947370465	ABCB4;NFYC;PLIN2
Basigin interactions	1/25	0.19634312706252838	0.420678902779946	0	0	4.769267822736031	7.763850559737468	MMP1
Corticotropin releasing hormone pathway	1/25	0.19634312706252838	0.420678902779946	0	0	4.769267822736031	7.763850559737468	FOS
TPO signaling pathway	1/25	0.19634312706252838	0.420678902779946	0	0	4.769267822736031	7.763850559737468	FOS
Fatty acid biosynthesis	1/25	0.19634312706252838	0.420678902779946	0	0	4.769267822736031	7.763850559737468	MCAT
Ghrelin pathway	1/25	0.19634312706252838	0.420678902779946	0	0	4.769267822736031	7.763850559737468	PLIN2
Ligand-gated ion channel transport	1/25	0.19634312706252838	0.420678902779946	0	0	4.769267822736031	7.763850559737468	GABRA4
FSH regulation of apoptosis	4/263	0.1966296229334646	0.420678902779946	0	0	1.7776061776061776	2.891158070783921	ALDH3A2;ACP5;CD14;TK1
Fc gamma receptor-mediated phagocytosis	2/94	0.1971648120711496	0.420678902779946	0	0	2.494186046511628	4.049848021094101	HCK;AMPH
Cytokine-cytokine receptor interaction	4/265	0.200186730014132	0.420678902779946	0	0	1.763804372323642	2.8370876191359864	CCL8;CCL3L1;CCL3;CCL18
Physiological and pathological hypertrophy  of the heart	1/26	0.20334368249673665	0.420678902779946	0	0	4.578265895953757	7.292526150272238	FOS
Ascorbate and aldarate metabolism	1/26	0.20334368249673665	0.420678902779946	0	0	4.578265895953757	7.292526150272238	ALDH3A2
Selective expression of chemokine receptors during T-cell polarization	1/26	0.20334368249673665	0.420678902779946	0	0	4.578265895953757	7.292526150272238	CCL3
Steroid biosynthesis	1/26	0.20334368249673665	0.420678902779946	0	0	4.578265895953757	7.292526150272238	LIPA
Termination of O-glycan biosynthesis	1/26	0.20334368249673665	0.420678902779946	0	0	4.578265895953757	7.292526150272238	MUC3A
Integrin family cell surface interactions	1/26	0.20334368249673665	0.420678902779946	0	0	4.578265895953757	7.292526150272238	ITGB2
Interleukin-9 regulation of target genes	1/26	0.20334368249673665	0.420678902779946	0	0	4.578265895953757	7.292526150272238	CCL3
TSH regulation of gene expression	2/97	0.20666915628204965	0.4256063446721662	0	0	2.4150550795593637	3.8076628846441904	CYBA;FOS
Cell cycle: G2/M checkpoint	1/27	0.2102836044169887	0.4271977729372158	0	0	4.401956425077812	6.863962563453386	CCNB1
Collecting duct acid secretion	1/27	0.2102836044169887	0.4271977729372158	0	0	4.401956425077812	6.863962563453386	TCIRG1
Kinesins	1/27	0.2102836044169887	0.4271977729372158	0	0	4.401956425077812	6.863962563453386	KIF20A
Granule cell survival pathway	2/99	0.2130326911877091	0.4308419001150529	0	0	2.3650203788060415	3.6570538230670677	CYC1;FOS
Nef in HIV-1 replication and disease pathogenesis	1/28	0.2171634149170765	0.43180867364412484	0	0	4.238706915007493	6.47295113686057	HCK
Post-translational modification: biosynthesis of GPI-anchored proteins	1/29	0.22398363167666452	0.43180867364412484	0	0	4.087118084227911	6.115073746540567	SEMA6D
Statin pathway	1/29	0.22398363167666452	0.43180867364412484	0	0	4.087118084227911	6.115073746540567	APOC1
T cell receptor calcium pathway	1/29	0.22398363167666452	0.43180867364412484	0	0	4.087118084227911	6.115073746540567	FOS
Histidine metabolism	1/29	0.22398363167666452	0.43180867364412484	0	0	4.087118084227911	6.115073746540567	ALDH3A2
Integrin beta-2 pathway	1/29	0.22398363167666452	0.43180867364412484	0	0	4.087118084227911	6.115073746540567	ITGB2
Lipoprotein metabolism	1/29	0.22398363167666452	0.43180867364412484	0	0	4.087118084227911	6.115073746540567	CUBN
Matrix metalloproteinases	1/29	0.22398363167666452	0.43180867364412484	0	0	4.087118084227911	6.115073746540567	MMP1
Interleukin-4 signaling pathway	2/104	0.22901810171675163	0.43180867364412484	0	0	2.248518011855905	3.314212638749852	SPI1;FOS
Activation of matrix metalloproteinases	1/30	0.23074476795617313	0.43180867364412484	0	0	3.9459836555710583	5.786560425251395	MMP1
Asthma	1/30	0.23074476795617313	0.43180867364412484	0	0	3.9459836555710583	5.786560425251395	FCER1G
Butanoate metabolism	1/30	0.23074476795617313	0.43180867364412484	0	0	3.9459836555710583	5.786560425251395	ACSM4
Signaling pathway from G-protein families	1/30	0.23074476795617313	0.43180867364412484	0	0	3.9459836555710583	5.786560425251395	FOS
Tight junction interactions	1/30	0.23074476795617313	0.43180867364412484	0	0	3.9459836555710583	5.786560425251395	CLDN5
p38-alpha and p38-beta regulation	1/30	0.23074476795617313	0.43180867364412484	0	0	3.9459836555710583	5.786560425251395	HCK
Nuclear events mediated by MAP kinases	1/30	0.23074476795617313	0.43180867364412484	0	0	3.9459836555710583	5.786560425251395	FOS
O-glycan biosynthesis	1/30	0.23074476795617313	0.43180867364412484	0	0	3.9459836555710583	5.786560425251395	GALNT14
PDGFA signaling pathway	1/30	0.23074476795617313	0.43180867364412484	0	0	3.9459836555710583	5.786560425251395	FOS
Amoebiasis	2/105	0.23222581930709374	0.4327844814359474	0	0	2.226574847595394	3.250899521541179	ITGB2;CD14
Alpha-V beta-3 integrin/OPN pathway	1/31	0.23744733255627767	0.4388883073068903	0	0	3.8142581888246627	5.484176421934344	FOS
Stathmin and breast cancer resistance to antimicrotubule agents	1/31	0.23744733255627767	0.4388883073068903	0	0	3.8142581888246627	5.484176421934344	CCNB1
Post-translational protein modification	3/196	0.2434066690980486	0.44568994073688495	0	0	1.7846559403690574	2.521757569095312	GALNT14;SEMA6D;MUC3A
Alpha-synuclein signaling	1/32	0.2440918300709769	0.44568994073688495	0	0	3.691031139287712	5.205131871458538	HCK
Serotonin HTR1 group and FOS pathway	1/32	0.2440918300709769	0.44568994073688495	0	0	3.691031139287712	5.205131871458538	FOS
Propanoate metabolism	1/33	0.2506787605645003	0.44961661862803937	0	0	3.5755057803468207	4.9470090066933246	ALDH3A2
E2F-mediated regulation of DNA replication	1/33	0.2506787605645003	0.44961661862803937	0	0	3.5755057803468207	4.9470090066933246	CCNB1
Fluoropyrimidine activity	1/33	0.2506787605645003	0.44961661862803937	0	0	3.5755057803468207	4.9470090066933246	TK1
Glycoprotein VI-mediated activation cascade	1/33	0.2506787605645003	0.44961661862803937	0	0	3.5755057803468207	4.9470090066933246	FCER1G
Lipid and lipoprotein metabolism	6/489	0.2536658768443927	0.44961661862803937	0	0	1.4302721088435375	1.9619576343416478	CUBN;NPC1L1;ABCB4;NFYC;SRD5A3;PLIN2
EGF receptor transactivation by GPCRs in cardiac hypertrophy	1/34	0.2572086199690336	0.44961661862803937	0	0	3.4669819583114383	4.7077030691208055	FOS
EPO receptor signaling	1/34	0.2572086199690336	0.44961661862803937	0	0	3.4669819583114383	4.7077030691208055	FOS
Ephrin receptor A forward pathway	1/34	0.2572086199690336	0.44961661862803937	0	0	3.4669819583114383	4.7077030691208055	HCK
Interleukin-7 interactions in immune response	1/34	0.2572086199690336	0.44961661862803937	0	0	3.4669819583114383	4.7077030691208055	CCL8
MAPK/TRK pathway	1/34	0.2572086199690336	0.44961661862803937	0	0	3.4669819583114383	4.7077030691208055	FOS
Nuclear receptors in lipid metabolism and toxicity	1/34	0.2572086199690336	0.44961661862803937	0	0	3.4669819583114383	4.7077030691208055	ABCB4
Integrated cancer pathway	1/35	0.26368189996680735	0.45915265206575334	0	0	3.3648418905134307	4.485374035060237	MMP1
GM-CSF-mediated signaling events	1/36	0.27009908792375087	0.4667229450329948	0	0	3.268538398018167	4.278406923768928	FOS
Neurotransmitter release cycle	1/36	0.27009908792375087	0.4667229450329948	0	0	3.268538398018167	4.278406923768928	SLC1A6
Prolactin regulation of apoptosis	2/118	0.2740840066543625	0.4700071749091919	0	0	1.9757417802726545	2.5572433377684005	HMOX1;TP63
p53 activity regulation	2/118	0.2740840066543625	0.4700071749091919	0	0	1.9757417802726545	2.5572433377684005	RASSF1;CCNB1
Allograft rejection	1/37	0.27646066709821937	0.4722869729594581	0	0	3.1775850995504173	4.085378967174108	HLA-E
Signal transduction through IL-1R	1/38	0.28276711670612015	0.47763284507288456	0	0	3.0915481955944384	3.9050323092993637	FOS
Signaling of hepatocyte growth factor receptor	1/38	0.28276711670612015	0.47763284507288456	0	0	3.0915481955944384	3.9050323092993637	FOS
p38 alpha/beta MAPK downstream pathway	1/38	0.28276711670612015	0.47763284507288456	0	0	3.0915481955944384	3.9050323092993637	DDIT3
Angiotensin II-mediated activation of JNK pathway via Pyk2-dependent signaling	1/39	0.28901891161237425	0.48098719238812104	0	0	3.0100395497414056	3.7362511879025977	FOS
Aurora B signaling	1/39	0.28901891161237425	0.48098719238812104	0	0	3.0100395497414056	3.7362511879025977	KIF20A
Signaling events regulated by Ret tyrosine kinase	1/39	0.28901891161237425	0.48098719238812104	0	0	3.0100395497414056	3.7362511879025977	GRB7
Vitamin A and carotenoid metabolism	1/39	0.28901891161237425	0.48098719238812104	0	0	3.0100395497414056	3.7362511879025977	NPC1L1
ERBB1 internalization pathway	1/41	0.3013604173638908	0.49464449137457334	0	0	2.859248554913295	3.4295209061462395	AMPH
Graft-versus-host disease	1/41	0.3013604173638908	0.49464449137457334	0	0	2.859248554913295	3.4295209061462395	HLA-E
Insulin biosynthesis and processing	1/41	0.3013604173638908	0.49464449137457334	0	0	2.859248554913295	3.4295209061462395	PCSK2
HIV factor interactions with host	2/128	0.3062491460510521	0.49464449137457334	0	0	1.818014027316353	2.151358362770097	HCK;PSMB8
TWEAK signaling pathway	1/42	0.3074510579853866	0.49464449137457334	0	0	2.789369801212463	3.2898925482809136	CD163
Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling	1/42	0.3074510579853866	0.49464449137457334	0	0	2.789369801212463	3.2898925482809136	ITGB2
Fatty acid metabolism	1/42	0.3074510579853866	0.49464449137457334	0	0	2.789369801212463	3.2898925482809136	ALDH3A2
Cell-cell communication	2/129	0.30945406438158773	0.49464449137457334	0	0	1.8036073979124703	2.115533391578695	CLDN5;TYROBP
PDGFB signaling pathway	2/129	0.30945406438158773	0.49464449137457334	0	0	1.8036073979124703	2.115533391578695	HCK;FOS
Porphyrin and chlorophyll metabolism	1/43	0.31348890372960475	0.49464449137457334	0	0	2.722818607211671	3.1584459348819887	HMOX1
Type 1 diabetes mellitus	1/43	0.31348890372960475	0.49464449137457334	0	0	2.722818607211671	3.1584459348819887	HLA-E
G2/M checkpoints	1/43	0.31348890372960475	0.49464449137457334	0	0	2.722818607211671	3.1584459348819887	CCNB1
Mitotic prometaphase	1/43	0.31348890372960475	0.49464449137457334	0	0	2.722818607211671	3.1584459348819887	CDC20
PI3K class IB pathway in neutrophils	1/43	0.31348890372960475	0.49464449137457334	0	0	2.722818607211671	3.1584459348819887	HCK
Pathways in cancer	4/325	0.31367699453021725	0.49464449137457334	0	0	1.4297232911856332	1.6576090345384997	RASSF1;SPI1;MMP1;FOS
ERBB2/ERBB3 signaling events	1/44	0.31947440954305834	0.49513044228150965	0	0	2.6593628175830086	3.034540680935889	FOS
Valine, leucine and isoleucine degradation	1/44	0.31947440954305834	0.49513044228150965	0	0	2.6593628175830086	3.034540680935889	ALDH3A2
Gastrin pathway	1/44	0.31947440954305834	0.49513044228150965	0	0	2.6593628175830086	3.034540680935889	FOS
HNF3A pathway	1/44	0.31947440954305834	0.49513044228150965	0	0	2.6593628175830086	3.034540680935889	FOS
Lysine degradation	1/44	0.31947440954305834	0.49513044228150965	0	0	2.6593628175830086	3.034540680935889	ALDH3A2
Adipogenesis	2/133	0.32224265010969405	0.49580749996646256	0	0	1.7481803657021127	1.9797276338857674	DDIT3;PLIN2
RhoA signaling pathway	1/45	0.32540802658552753	0.49580749996646256	0	0	2.5987913820283763	2.9175992002672193	FOS
HNF3B pathway	1/45	0.32540802658552753	0.49580749996646256	0	0	2.5987913820283763	2.9175992002672193	TFRC
Interleukin-12/STAT4 pathway	1/45	0.32540802658552753	0.49580749996646256	0	0	2.5987913820283763	2.9175992002672193	FOS
Interleukin-3, interleukin-5, and GM-CSF signaling	1/45	0.32540802658552753	0.49580749996646256	0	0	2.5987913820283763	2.9175992002672193	HCK
Mitotic G1-G1/S phases	2/135	0.32861570156538705	0.4990090283029952	0	0	1.72171708340619	1.9160409052827416	CCNB1;PSMB8
Syndecan 1 pathway	1/46	0.33129020211160226	0.5004686568943831	0	0	2.540912010276172	2.807099335187752	MMP1
Oxidative phosphorylation	2/136	0.33179629359516755	0.5004686568943831	0	0	1.708781673030198	1.8851861631037348	CYC1;TCIRG1
Actions of nitric oxide in the heart	1/47	0.3371213794680196	0.5034494772850227	0	0	2.485549132947977	2.7025679879558133	TNNI1
Regulation of NFAT transcription factors	1/47	0.3371213794680196	0.5034494772850227	0	0	2.485549132947977	2.7025679879558133	FOS
Delta Np63 pathway	1/47	0.3371213794680196	0.5034494772850227	0	0	2.485549132947977	2.7025679879558133	TP63
Systemic lupus erythematosus	2/139	0.34131229664958773	0.5080258936929507	0	0	1.671108470548294	1.7963704080281824	C1QB;C1QC
Presenilin action in Notch and Wnt signaling	1/48	0.3429019983946348	0.5087131620920404	0	0	2.4325421227401303	2.60357559850068	FOS
Amino acid and oligopeptide SLC transporters	1/49	0.34863249456533457	0.5088454855953589	0	0	2.3817437379576107	2.509731348218364	SLC1A6
Angiopoietin receptor Tie2-mediated signaling	1/49	0.34863249456533457	0.5088454855953589	0	0	2.3817437379576107	2.509731348218364	GRB7
FoxO family signaling	1/49	0.34863249456533457	0.5088454855953589	0	0	2.3817437379576107	2.509731348218364	CCNB1
Glycerolipid metabolism	1/49	0.34863249456533457	0.5088454855953589	0	0	2.3817437379576107	2.509731348218364	ALDH3A2
Interleukin-5 signaling pathway	1/49	0.34863249456533457	0.5088454855953589	0	0	2.3817437379576107	2.509731348218364	FOS
Type I interferon (interferon-alpha/beta) pathway	1/51	0.3599448438068066	0.5184054245292328	0	0	2.286242774566474	2.336093088655641	PTPRT
Malaria	1/51	0.3599448438068066	0.5184054245292328	0	0	2.286242774566474	2.336093088655641	ITGB2
Metabolism of vitamins and cofactors	1/51	0.3599448438068066	0.5184054245292328	0	0	2.286242774566474	2.336093088655641	ACP5
Pyruvate metabolism	1/52	0.36552754988979164	0.5184054245292328	0	0	2.241301144735351	2.255676013683928	ALDH3A2
Autoimmune thyroid disease	1/52	0.36552754988979164	0.5184054245292328	0	0	2.241301144735351	2.255676013683928	HLA-E
Signaling events mediated by PTP1B	1/52	0.36552754988979164	0.5184054245292328	0	0	2.241301144735351	2.255676013683928	HCK
Drug metabolism: other enzymes	1/52	0.36552754988979164	0.5184054245292328	0	0	2.241301144735351	2.255676013683928	TK1
Vitamin B12 metabolism	1/52	0.36552754988979164	0.5184054245292328	0	0	2.241301144735351	2.255676013683928	CUBN
Mitochondrial protein import	1/52	0.36552754988979164	0.5184054245292328	0	0	2.241301144735351	2.255676013683928	CYC1
Androgen receptor regulation of biosynthesis and transcription	1/53	0.3710618397239662	0.5229652803609649	0	0	2.1980880391285016	2.1791549097350225	DNAJA1
GABA A and B receptor activation	1/53	0.3710618397239662	0.5229652803609649	0	0	2.1980880391285016	2.1791549097350225	GABRA4
Arginine and proline metabolism	1/54	0.37654813075085225	0.5274012638777464	0	0	2.1565056167520993	2.106279312626439	ALDH3A2
Non-small cell lung cancer	1/54	0.37654813075085225	0.5274012638777464	0	0	2.1565056167520993	2.106279312626439	RASSF1
TAp63 pathway	1/55	0.3819868368241707	0.5317162450854969	0	0	2.1164632840933417	2.0368189284263143	TP63
Vibrio cholerae infection	1/55	0.3819868368241707	0.5317162450854969	0	0	2.1164632840933417	2.0368189284263143	TCIRG1
Hemostasis pathway	5/468	0.38534524517648333	0.5347406325372123	0	0	1.2372998325814408	1.1799084294132434	GRB7;FCER1G;MMP1;ITGB2;KIF20A
Thromboxane A2 receptor signaling	1/56	0.38737836839620887	0.535913018854878	0	0	2.0778770362585393	1.9705616845278418	HCK
Pathogenic Escherichia coli infection	1/57	0.39272313219058846	0.5383529866807155	0	0	2.0406688687035506	1.9073120022179917	CD14
Acute myeloid leukemia	1/57	0.39272313219058846	0.5383529866807155	0	0	2.0406688687035506	1.9073120022179917	SPI1
Keratinocyte differentiation	1/57	0.39272313219058846	0.5383529866807155	0	0	2.0406688687035506	1.9073120022179917	FOS
BDNF signaling pathway	3/261	0.39694802889977826	0.5423193678971948	0	0	1.3306133550931591	1.229420098247881	DNAJA1;DDIT3;FOS
Autodegradation of Cdh1 by Cdh1-APC/C	1/58	0.39802153164960413	0.5423193678971948	0	0	2.004766250887334	1.8468892557781884	PSMB8
Selenium pathway	1/60	0.40848083362688503	0.5548941444750758	0	0	1.9366121289311258	1.7338687564851867	ALOX5AP
Clathrin derived vesicle budding	1/61	0.4136425256255649	0.5568739673347157	0	0	1.9042389210019268	1.6809728922131297	TFRC
FGF signaling pathway	1/61	0.4136425256255649	0.5568739673347157	0	0	1.9042389210019268	1.6809728922131297	FOS
Ion channel transport	1/61	0.4136425256255649	0.5568739673347157	0	0	1.9042389210019268	1.6809728922131297	GABRA4
Signaling events mediated by focal adhesion kinase	1/62	0.418759432449674	0.5604169259192966	0	0	1.8729271297261443	1.630305659928334	GRB7
Colorectal cancer	1/62	0.418759432449674	0.5604169259192966	0	0	1.8729271297261443	1.630305659928334	FOS
Neuroactive ligand-receptor interaction	3/272	0.42255247613779984	0.5638200199353484	0	0	1.2754842496576013	1.0987552387442172	GRIN3A;GRM7;GABRA4
Protein processing in the endoplasmic reticulum	2/166	0.42460949948970234	0.5648934639228783	0	0	1.3940726035167328	1.194142178998747	DNAJA1;DDIT3
Ubiquitin-mediated degradation of phosphorylated Cdc25A	1/64	0.4288604323247804	0.5650624201074056	0	0	1.8132856225341774	1.535170665524538	PSMB8
Validated nuclear estrogen receptor alpha network	1/64	0.4288604323247804	0.5650624201074056	0	0	1.8132856225341774	1.535170665524538	ABCA3
MAPK cascade role in angiogenesis	1/64	0.4288604323247804	0.5650624201074056	0	0	1.8132856225341774	1.535170665524538	GRB7
Interferon signaling	2/168	0.4305737147146264	0.5650624201074056	0	0	1.3771364527878958	1.1604257701606255	PSMB8;HLA-E
LPA receptor mediated events	1/65	0.43384528820416285	0.5650624201074056	0	0	1.7848627167630058	1.490480466961061	FOS
Metabolism	15/1615	0.43506629102725736	0.5650624201074056	0	0	1.0746462264150944	0.8943817008181867	CUBN;TPH2;GALNT14;ABCB4;NFYC;ACSM4;TCIRG1;MCAT;ALDH3A2;NPC1L1;ST8SIA5;HMOX1;ACP5;CYC1;TK1
Retinoblastoma protein regulation	1/66	0.43878688447567743	0.5650624201074056	0	0	1.7573143619386393	1.4475726640104076	SPI1
Beta-1 integrin cell surface interactions	1/66	0.43878688447567743	0.5650624201074056	0	0	1.7573143619386393	1.4475726640104076	CD14
Destabilization of mRNA by AUF1 (hnRNP D0)	1/66	0.43878688447567743	0.5650624201074056	0	0	1.7573143619386393	1.4475726640104076	PSMB8
Thyroid-stimulating hormone signaling pathway	1/66	0.43878688447567743	0.5650624201074056	0	0	1.7573143619386393	1.4475726640104076	FOS
Immune system signaling by interferons, interleukins, prolactin, and growth hormones	3/280	0.44094595974517564	0.5650624201074056	0	0	1.2381404775476597	1.0138302213597088	HCK;PSMB8;HLA-E
SIDS susceptibility pathways	1/67	0.4436855944009923	0.5650624201074056	0	0	1.7306008057453144	1.4063538606534318	TPH2
Telomerase regulation	1/67	0.4436855944009923	0.5650624201074056	0	0	1.7306008057453144	1.4063538606534318	FOS
cAMP cell motility pathway inferred from amoeba model	1/67	0.4436855944009923	0.5650624201074056	0	0	1.7306008057453144	1.4063538606534318	HLA-E
G1 to S cell cycle control	1/67	0.4436855944009923	0.5650624201074056	0	0	1.7306008057453144	1.4063538606534318	CCNB1
AMPK signaling	1/68	0.44854178802317335	0.5650624201074056	0	0	1.7046846691398498	1.366736778801809	CCNB1
Activation of NF-kappaB in B cells	1/68	0.44854178802317335	0.5650624201074056	0	0	1.7046846691398498	1.366736778801809	PSMB8
CD8/T cell receptor downstream pathway	1/68	0.44854178802317335	0.5650624201074056	0	0	1.7046846691398498	1.366736778801809	FOS
Epithelial cell signaling in Helicobacter pylori infection	1/68	0.44854178802317335	0.5650624201074056	0	0	1.7046846691398498	1.366736778801809	TCIRG1
PPAR signaling pathway	1/69	0.4533558321960898	0.5691894460670246	0	0	1.6795307718463108	1.3286397772656142	MMP1
Interleukin-2 signaling pathway	8/847	0.45746237020100006	0.5691894460670246	0	0	1.090627109151744	0.8529365443379227	CD52;FCER1G;CCL3L1;ITGB2;CCL3;ACP5;FOS;CTSB
Long-term depression	1/70	0.4581280907368735	0.5691894460670246	0	0	1.6551059730250481	1.2919864143152329	RYR1
MicroRNA regulation of DNA damage response	1/70	0.4581280907368735	0.5691894460670246	0	0	1.6551059730250481	1.2919864143152329	CCNB1
Nucleotide metabolism	1/70	0.4581280907368735	0.5691894460670246	0	0	1.6551059730250481	1.2919864143152329	TK1
Mitochondrial pathway of apoptosis: multidomain Bcl-2 family	1/71	0.4628589242575173	0.573487293516869	0	0	1.6313790255986789	1.2567050508888695	DNAJA1
Cyclin A-Cdk2-associated events at S phase entry	1/72	0.4675486901815224	0.5777108473201824	0	0	1.6083204428885451	1.2227284884518137	PSMB8
E2F transcription factor network	1/74	0.4768064343075919	0.5862534552164406	0	0	1.5640985034444532	1.1584412176622558	TK1
Huntington's disease	2/184	0.47706212431138284	0.5862534552164406	0	0	1.2550472783030922	0.9288712300209859	DNAH3;CYC1
Prolactin activation of MAPK signaling	1/75	0.4813751122763719	0.588347359448899	0	0	1.5428839243868147	1.1280154800521878	FOS
Glycolysis and gluconeogenesis	1/75	0.4813751122763719	0.588347359448899	0	0	1.5428839243868147	1.1280154800521878	ALDH3A2
Mitochondrial pathway of apoptosis: caspases	1/77	0.49039380717040776	0.5977502892806862	0	0	1.502129601460298	1.070337223953384	CYC1
Transmission across chemical synapses	2/190	0.493897966839398	0.5983240541868459	0	0	1.2146214745175656	0.8568259666631545	GABRA4;SLC1A6
Apoptosis regulation	1/78	0.4948445060126242	0.5983240541868459	0	0	1.4825463553787253	1.042988699432748	PSMB8
Signaling by SCF-KIT	1/78	0.4948445060126242	0.5983240541868459	0	0	1.4825463553787253	1.042988699432748	GRB7
Fc epsilon receptor I signaling pathway	1/79	0.49925655557194026	0.6006525233045207	0	0	1.4634652438120646	1.0165744371061711	FCER1G
Peptide G-protein coupled receptors	2/192	0.49943391627316014	0.6006525233045207	0	0	1.2017135862913098	0.834325695951381	CCL3L1;CCL3
Apoptosis modulation and signaling	1/80	0.5036302895142346	0.6024861023101321	0	0	1.4448671983610155	0.991052952821063	FOS
Cardiac muscle contraction	1/80	0.5036302895142346	0.6024861023101321	0	0	1.4448671983610155	0.991052952821063	CYC1
Amino acid metabolism	2/195	0.5076653464239439	0.6028754827256287	0	0	1.182853355826003	0.8018951056824916	TPH2;PSMB8
Respiratory electron transport, ATP biosynthesis by chemiosmotic coupling, and heat production by uncoupling proteins	1/81	0.507966038660175	0.6028754827256287	0	0	1.4267341040462427	0.9663850577295762	CYC1
MAP kinase signaling pathway	1/81	0.507966038660175	0.6028754827256287	0	0	1.4267341040462427	0.9663850577295762	FOS
SMAD2/3 nuclear pathway	1/82	0.5122641310571929	0.6063809005427664	0	0	1.4090487404552916	0.9425337057603482	FOS
MAPK signaling pathway	3/314	0.5163052334740713	0.608231661140108	0	0	1.1008630902013876	0.7277334176638534	DDIT3;CD14;FOS
Drug metabolism: cytochrome P450	1/83	0.516524891832952	0.608231661140108	0	0	1.3917947271958269	0.9194638534866647	AKR1C2
Cell junction organization	1/84	0.5207486434278767	0.6086015505508436	0	0	1.3749564732920119	0.8971423296885249	CLDN5
Differentiation pathway in PC12 cells	1/84	0.5207486434278767	0.6086015505508436	0	0	1.3749564732920119	0.8971423296885249	FOS
HIV infection	2/200	0.521188450322183	0.6086015505508436	0	0	1.1526896875734085	0.7511428504980086	HCK;PSMB8
Endocytosis	2/201	0.5238633586511422	0.6086015505508436	0	0	1.1468388453897393	0.7414592902186501	TFRC;HLA-E
Integrin cell surface interactions	1/85	0.5249357054640315	0.6086015505508436	0	0	1.3585191301954307	0.8755377157391645	ITGB2
NOD signaling pathway	1/85	0.5249357054640315	0.6086015505508436	0	0	1.3585191301954307	0.8755377157391645	CCL8
Progesterone-mediated oocyte maturation	1/86	0.529086394818438	0.6102761229235691	0	0	1.3424685481128869	0.8546202343921173	CCNB1
mRNA stability regulation by proteins that bind AU-rich elements	1/86	0.529086394818438	0.6102761229235691	0	0	1.3424685481128869	0.8546202343921173	PSMB8
Mitotic G2-G2/M phases	1/87	0.5332010256025901	0.6131890246522841	0	0	1.3267912353810996	0.8343616470227011	CCNB1
Androgen receptor signaling, proteolysis, and transcription regulation	1/88	0.5372799093485117	0.6131890246522841	0	0	1.3114743206431467	0.8147351578668095	FOS
DNA replication pre-Initiation	1/88	0.5372799093485117	0.6131890246522841	0	0	1.3114743206431467	0.8147351578668095	PSMB8
HIF-1 degradation in normoxia	1/88	0.5372799093485117	0.6131890246522841	0	0	1.3114743206431467	0.8147351578668095	PSMB8
Protein metabolism	4/442	0.5384098753044446	0.6131890246522841	0	0	1.041525651356433	0.6448451496223455	GALNT14;SEMA6D;CYC1;MUC3A
Extracellular matrix organization	1/93	0.5571488365474364	0.6329323054984731	0	0	1.239884393063584	0.7252367298634015	MMP1
Transport of inorganic cations/anions and amino acids/oligopeptides	1/95	0.5648567832492507	0.6400764051392264	0	0	1.2133808879596606	0.6930626096735707	SLC1A6
Interferon-gamma signaling pathway	1/97	0.5724313282017013	0.6454163225474182	0	0	1.1879816955684008	0.6627304404114991	HLA-E
Mitochondrial pathway of apoptosis: BH3-only Bcl-2 family	1/97	0.5724313282017013	0.6454163225474182	0	0	1.1879816955684008	0.6627304404114991	CTSB
Downstream signaling events Of B cell receptor (BCR)	1/98	0.5761692938908964	0.6480108517326542	0	0	1.1756748703891307	0.6482127467653656	PSMB8
Senescence and autophagy	1/99	0.5798747669908522	0.650556019683767	0	0	1.1636192049073966	0.634106277380677	CCL3
Pyrimidine metabolism	1/100	0.58354802824362	0.6514360414303778	0	0	1.1518070882232732	0.6203961472877585	TK1
Integrin-mediated cell adhesion	1/100	0.58354802824362	0.6514360414303778	0	0	1.1518070882232732	0.6203961472877585	ITGB2
TNF-alpha signaling pathway	1/101	0.5871893561152384	0.6525428692628186	0	0	1.1402312138728323	0.6070681384213071	CYBA
Actin cytoskeleton regulation	2/226	0.587433270334156	0.6525428692628186	0	0	1.017545681063123	0.541326794695212	ITGB2;CD14
